Category,Description
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,"route delivery relief person Driver/Sales Workers Merchant Wholesalers, Nondurable Goods "
1,medical technologist Medical and Clinical Laboratory Technologists Administration of Human Resource Programs 
1,"junior analyst Management Analysts Professional, Scientific, and Technical Services"
2,sales manager major accounts Sales manager Broadcasting (except Internet)
1,"strategist Market Research Analysts and Marketing Specialists Professional, Scientific, and Technical Services"
1,"bagger debagger Packers and Packagers, Hand Merchant Wholesalers, Nondurable Goods "
1,magnetic resonance imaging technical Magnetic Resonance Imaging Technologists Administration of Human Resource Programs 
1,"visual inspector Inspectors, Testers, Sorters, Samplers, and Weighers Beverage and Tobacco Product Manufacturing"
1,staff registered nurse prn Registered Nurse Administration of Human Resource Programs 
1,ct technician Radiologic Technicians Hospitals
1,"manager General and Operations manager Professional, Scientific, and Technical Services"
1,manager General and Operations manager Administrative and Support Services
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"powder painter Coating, Painting, and Spraying Machine Setters, Operators, and Tenders Furniture and Related Product Manufacturing"
1,pharmacist staff Pharmacists Ambulatory Health Care Services
1,"senior vice president Chief Executives Professional, Scientific, and Technical Services"
1,"graphic designer Graphic Designers Professional, Scientific, and Technical Services"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,medical laboratory technician Medical and Clinical Laboratory Technicians Administration of Human Resource Programs 
1,"order assembly pick load coolr Stock Clerks- Stockroom, Warehouse, or Storage Yard Merchant Wholesalers, Nondurable Goods "
1,physician Family and General Practitioners Hospitals
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"director Chief Executives Professional, Scientific, and Technical Services"
1,"order assembly pick load distance Stock Clerks- Stockroom, Warehouse, or Storage Yard Merchant Wholesalers, Nondurable Goods "
1,clinic mid level np physician assistant midwi Physician Assistants Ambulatory Health Care Services
1,registered nurse Registered Nurse Administration of Human Resource Programs 
1,product fill operator Packaging and Filling Machine Operators and Tenders Beverage and Tobacco Product Manufacturing
1,clinic licensed practical nurse Licensed Practical and Licensed Vocational Nurse Administration of Human Resource Programs 
2,"intern sales Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Merchant Wholesalers, Nondurable Goods "
1,production supervisor First-Line Supervisors of Production and Operating Workers Furniture and Related Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,"inside sales representative Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Professional, Scientific, and Technical Services"
2,territory manager Sales manager Beverage and Tobacco Product Manufacturing
3,"account manager Advertising and Promotions manager Professional, Scientific, and Technical Services"
1,"machine technician Maintenance and Repair Workers, General Furniture and Related Product Manufacturing"
1,senior area manager General and Operations manager Beverage and Tobacco Product Manufacturing
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"cso pricing coordinator Business Operations Specialists, All Other Merchant Wholesalers, Nondurable Goods "
2,"route sales driver large Driver/Sales Workers Merchant Wholesalers, Nondurable Goods "
1,managing director General and Operations manager Administrative and Support Services
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"director Chief Executives Professional, Scientific, and Technical Services"
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,"negotiator Business Operations Specialists, All Other Professional, Scientific, and Technical Services"
3,territory manager Sales manager Beverage and Tobacco Product Manufacturing
1,sonographer Diagnostic Medical Sonographers Ambulatory Health Care Services
1,liaison coordinator Executive Secretaries and Executive Administrative Assistants Broadcasting (except Internet)
1,mnt technician ii institution elc Dietetic Technicians Beverage and Tobacco Product Manufacturing
1,licensed practical nurse graduate Licensed Practical and Licensed Vocational Nurse Administration of Human Resource Programs 
2,"associate Retail Salespersons Religious, Grantmaking, Civic, Professional, and Similar Organizations"
2,"associate Retail Salespersons Professional, Scientific, and Technical Services"
1,"product puller Order Fillers, Wholesale and Retail Sales Merchant Wholesalers, Nondurable Goods "
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
2,local account planner Personal Financial Advisors Broadcasting (except Internet)
1,licensed practical nurse Licensed Practical and Licensed Vocational Nurse Hospitals
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,registered nurse pns Registered Nurse Hospitals
2,territory manager iii Sales manager Beverage and Tobacco Product Manufacturing
1,phy therapist Physical Therapists Hospitals
1,network operations technician Network and Computer Systems Administrators Broadcasting (except Internet)
1,respiratory therapist registered respiratory therapist Respiratory Therapists Administration of Human Resource Programs 
1,physician Family and General Practitioners Hospitals
1,"branch manager General and Operations manager Merchant Wholesalers, Nondurable Goods "
1,"negotiator Business Operations Specialists, All Other Professional, Scientific, and Technical Services"
1,physician Family and General Practitioners Hospitals
1,clinic management Medical and Health Services manager Administration of Human Resource Programs 
2,"inside territory account manag Sales manager Professional, Scientific, and Technical Services"
2,territory manager Sales manager Beverage and Tobacco Product Manufacturing
1,registered nurse surgery Registered Nurse Hospitals
1,pharmacist staff Pharmacists Hospitals
2,"inside sales representative Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Administrative and Support Services"
1,"break relief operator cooler Cooling and Freezing Equipment Operators and Tenders Merchant Wholesalers, Nondurable Goods "
1,"associate creative director art Art Directors Professional, Scientific, and Technical Services"
2,sales engineer ii cb Sales Engineers Broadcasting (except Internet)
1,certified nursing assistant Nursing Assistants Administration of Human Resource Programs 
2,"territory sales representative Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products Merchant Wholesalers, Nondurable Goods "
